"FORMULARIO","PersNro","PersID","ViajeID","LugarEntrevista","TipoEntrevista","InfNum","Sexo","Edad","edad_recodif","CapDif","CapDifMot","CapDifMen","CapDifVis","CapDifAud","CapDifHabla","CapDifOtras","RelacionJefeHogar","PSH","NivelEstudio","PersonaCursando","NivelEstudioCursando","DescripciónEstCurs","AmbitoEstudio","LicenciaConducir","OcupacionPrincipal","Desc_ocuprinc","OtraActividad","Cual_act","Rel_trab","CategoríaLaboral","AmbitoTrabajo","Desc_ambtrab","IngresoPersona","Cantidad_Dinero","RangoIngresos","promedio_ingreso","IngresoTotal","realizo_viajes","CantidadViajes","Enfermedad","Vacaciones","No_Trabajó","No_dinero_viajar","Trabajó_casa","Fuera_área","No_hay_transporte","No_transporte_discapacitados","Calles_intransitables","Paro_huelga","Sin_clases","Mal_tiempo","No_necesidad_viajar","Otro_motivo","Desc_otromotiv","Cons_sis","Cons_restolíneas","Usuario_frecuente","Razón_no_viaja","Seguridad","Limpieza","Espacio","Trato_conductor","Forma_conducción","Frecuencia","Información_frecuencias","Tiempo_espera","Accesibilidad_Distancia","Seguridad_Paradas","Bienestar","FEX"
2008,2,200802,20080200,"Hogar","Persona no encuestada",1,"Varón",1,"0-3","No","97","97","97","97","97","97","Hijo / hijastro","No","Sin estudios","No","97","            ","97","97","No corresponde responder","            ","No corresponde responder","          ","No corresponde responder","97","97","            ","97",97,"97",97,97,"Menor de 4",97,"97","97","97","97","97","97","97","97","97","97","97","97","97","97","            ","97","97","97","               ",97,97,97,97,97,97,97,97,97,97,"No Pobre",38.0263183108677
2008,3,200803,20080300,"Hogar","Personal",3,"Varón",26,"19-30","No","97","97","97","97","97","97","Jefe del hogar","Si","Secundario / Polimodal","No","97","            ","97","Si","Trabajó","            ","No corresponde responder","          ","Obrero / Empleado","98","Privado","            ","Si",2000,"97",97,2000,"No",97,"No","No","No","No","Sí","No","No","No","No","No","No","No","No","No","            ","Bueno","Regulares","No","               ",7,6,7,8,9,9,5,6,10,6,"No Pobre",38.0263183108677
2009,1,200901,20090102,"Hogar","Telefónica",1,"Varón",36,"31-50","No","97","97","97","97","97","97","Jefe del hogar","Si","Primario / EGB","No","97","            ","97","No","Trabajó","            ","No corresponde responder","          ","Trabaja por su cuenta","Changas / Peón","Privado","            ","Si",98,"98",98,98,"Si",2,"97","97","97","97","97","97","97","97","97","97","97","97","97","97","            ","98","98","No","tiene bicicleta",98,98,98,98,98,98,98,98,98,98,"0",43.2922505763231
2009,2,200902,20090204,"Hogar","Personal",2,"Mujer",40,"31-50","No","97","97","97","97","97","97","Cónyugue","No","Primario / EGB","No","97","            ","97","No","Ama de casa","            ","No","          ","No corresponde responder","97","97","            ","No",97,"97",98,98,"Si",4,"97","97","97","97","97","97","97","97","97","97","97","97","97","97","            ","98","Muy buenas","Sí","               ",8,8,1,8,8,5,8,98,5,8,"0",43.2922505763231
2009,3,200903,20090302,"Hogar","Persona no encuestada",2,"Mujer",11,"4-12","No","97","97","97","97","97","97","Hijo / hijastro","No","Sin estudios","Si","Primario / EGB","            ","Estatal","97","Estudiante","            ","No","          ","No corresponde responder","97","97","            ","No",97,"97",98,98,"Si",2,"97","97","97","97","97","97","97","97","97","97","97","97","97","97","            ","97","97","97","               ",97,97,97,97,97,97,97,97,97,97,"0",43.2922505763231
2009,4,200904,20090402,"Hogar","Persona no encuestada",2,"Mujer",8,"4-12","No","97","97","97","97","97","97","Hijo / hijastro","No","Sin estudios","Si","Primario / EGB","            ","Estatal","97","No corresponde responder","            ","No corresponde responder","          ","No corresponde responder","97","97","            ","97",97,"97",97,97,"Si",2,"97","97","97","97","97","97","97","97","97","97","97","97","97","97","            ","97","97","97","               ",97,97,97,97,97,97,97,97,97,97,"0",43.2922505763231
2010,1,201001,20100109,"Hogar","Personal",1,"Mujer",55,"51-65","No","97","97","97","97","97","97","Jefe del hogar","Si","Superior no universitario","No","97","            ","97","Si","Ama de casa","            ","No","          ","No corresponde responder","97","97","            ","Si",5000,"97",97,5000,"Si",9,"97","97","97","97","97","97","97","97","97","97","97","97","97","97","            ","98","98","No","viaja en auto  ",98,98,98,98,5,10,98,98,9,5,"No Pobre",65.9117926181784
2010,2,201002,20100204,"Hogar","Personal",2,"Mujer",13,"13-18","No","97","97","97","97","97","97","Hijo / hijastro","No","Primario / EGB","Si","Secundario / polimodal","            ","Privado","97","Estudiante","            ","No","          ","No corresponde responder","97","97","            ","No",97,"97",98,98,"Si",4,"97","97","97","97","97","97","97","97","97","97","97","97","97","97","            ","97","97","97","               ",97,97,97,97,97,97,97,97,97,97,"No Pobre",65.9117926181784
2010,3,201003,20100302,"Hogar","Personal",3,"Varón",20,"19-30","No","97","97","97","97","97","97","Hijo / hijastro","No","Secundario / Polimodal","No","97","            ","97","Si","No trabajó ni buscó trabajo","ayuda al pad","No corresponde responder","          ","No corresponde responder","97","97","            ","Si",1000,"97",97,1000,"Si",2,"97","97","97","97","97","97","97","97","97","97","97","97","97","97","            ","98","Buenas","No","mivilidad propi",6,6,5,7,5,8,98,98,8,4,"No Pobre",65.9117926181784
2011,1,201101,20110102,"Hogar","Personal",2,"Varón",33,"31-50","No","97","97","97","97","97","97","Jefe del hogar","Si","Sin estudios","No","97","            ","97","Si","Trabajó","            ","No corresponde responder","          ","Obrero / Empleado","98","Estatal","            ","Si",1200,"97",97,1200,"Si",2,"97","97","97","97","97","97","97","97","97","97","97","97","97","97","            ","Malo","98","No","no es nacesario",3,4,1,8,7,5,1,7,4,5,"Pobre",49.1153219133754
2011,2,201102,20110202,"Hogar","Personal",2,"Mujer",31,"31-50","No","97","97","97","97","97","97","Cónyugue","No","Secundario / Polimodal","No","97","            ","97","Si","Ama de casa","            ","No","          ","No corresponde responder","97","97","            ","No",97,"97",98,98,"Si",2,"97","97","97","97","97","97","97","97","97","97","97","97","97","97","            ","Bueno","Regulares","No","viaja en auto  ",3,7,2,1,3,8,8,6,7,2,"Pobre",49.1153219133754
2011,3,201103,20110302,"Hogar","Personal",2,"Varón",12,"4-12","No","97","97","97","97","97","97","Hijo / hijastro","No","Sin estudios","Si","Primario / EGB","            ","Estatal","97","Estudiante","            ","No","          ","No corresponde responder","97","97","            ","No",97,"97",98,98,"Si",2,"97","97","97","97","97","97","97","97","97","97","97","97","97","97","            ","97","97","97","               ",97,97,97,97,97,97,97,97,97,97,"Pobre",49.1153219133754
2011,4,201104,20110402,"Hogar","Personal",2,"Varón",8,"4-12","No","97","97","97","97","97","97","Hijo / hijastro","No","Sin estudios","Si","Primario / EGB","            ","Estatal","97","No corresponde responder","            ","No corresponde responder","          ","No corresponde responder","97","97","            ","97",97,"97",97,97,"Si",2,"97","97","97","97","97","97","97","97","97","97","97","97","97","97","            ","97","97","97","               ",97,97,97,97,97,97,97,97,97,97,"Pobre",49.1153219133754
2011,5,201105,20110502,"Hogar","Personal",2,"Varón",5,"4-12","No","97","97","97","97","97","97","Hijo / hijastro","No","Sin estudios","Si","Jardín de infantes / maternal","            ","Estatal","97","No corresponde responder","            ","No corresponde responder","          ","No corresponde responder","97","97","            ","97",97,"97",97,97,"Si",2,"97","97","97","97","97","97","97","97","97","97","97","97","97","97","            ","97","97","97","               ",97,97,97,97,97,97,97,97,97,97,"Pobre",49.1153219133754
2012,1,201201,20120104,"Hogar","Personal",1,"Varón",42,"31-50","No","97","97","97","97","97","97","Jefe del hogar","Si","Primario / EGB","No","97","            ","97","No","Trabajó","            ","No corresponde responder","          ","Trabaja por su cuenta","Trabajador especializado","Privado","            ","Si",1000,"97",97,1000,"Si",4,"97","97","97","97","97","97","97","97","97","97","97","97","97","97","            ","Regular","Muy malas","Sí","               ",3,1,1,2,1,1,1,1,5,1,"No Pobre",49.1153219133754
2012,2,201202,20120200,"Hogar","Personal",1,"Mujer",42,"31-50","No","97","97","97","97","97","97","Cónyugue","No","Primario / EGB","No","97","            ","97","No","Ama de casa","            ","No","          ","No corresponde responder","97","97","            ","Si",350,"97",97,350,"No",97,"No","No","No","No","Sí","No","No","No","No","No","No","No","No","No","            ","Regular","Regulares","Sí","               ",1,1,1,5,5,6,5,5,7,5,"No Pobre",49.1153219133754
2012,3,201203,20120302,"Hogar","Persona no encuestada",1,"Mujer",11,"4-12","No","97","97","97","97","97","97","Hijo / hijastro","No","Sin estudios","Si","Primario / EGB","            ","Estatal","97","Estudiante","            ","No","          ","No corresponde responder","97","97","            ","No",97,"97",98,98,"Si",2,"97","97","97","97","97","97","97","97","97","97","97","97","97","97","            ","97","97","97","               ",97,97,97,97,97,97,97,97,97,97,"No Pobre",49.1153219133754
2012,4,201204,20120400,"Hogar","Persona no encuestada",1,"Varón",4,"4-12","No","97","97","97","97","97","97","Hijo / hijastro","No","Sin estudios","No","97","            ","97","97","No corresponde responder","            ","No corresponde responder","          ","No corresponde responder","97","97","            ","97",97,"97",97,97,"No",97,"No","No","No","No","No","No","No","No","No","No","No","No","Sí","No","            ","97","97","97","               ",97,97,97,97,97,97,97,97,97,97,"No Pobre",49.1153219133754
2013,1,201301,20130100,"Hogar","Personal",1,"Varón",69,"66 ó +","No","97","97","97","97","97","97","Jefe del hogar","Si","Secundario / Polimodal","No","97","            ","97","No","Jubilado","            ","No","          ","No corresponde responder","97","97","            ","Si",900,"97",97,900,"No",97,"No","No","No","No","No","No","No","No","No","No","No","No","Sí","No","            ","Bueno","Buenas","Sí","               ",5,6,7,6,6,7,5,6,7,1,"No Pobre",20.8779804073922
2013,2,201302,20130200,"Hogar","Personal",2,"Mujer",65,"51-65","No","97","97","97","97","97","97","Cónyugue","No","Secundario / Polimodal","No","97","            ","97","No","Jubilado","            ","No","          ","No corresponde responder","97","97","            ","Si",900,"97",97,900,"No",97,"No","No","No","No","No","No","No","No","No","No","No","No","Sí","No","            ","Bueno","Buenas","Sí","               ",6,6,7,7,7,7,5,6,3,1,"No Pobre",20.8779804073922
2015,1,201501,20150100,"Hogar","Personal",1,"Varón",77,"66 ó +","No","97","97","97","97","97","97","Jefe del hogar","No","Primario / EGB","No","97","            ","97","Si","Jubilado","            ","No","          ","No corresponde responder","97","97","            ","Si",800,"97",97,800,"No",97,"No","No","No","No","No","No","No","No","No","No","No","No","Sí","No","            ","98","Regulares","No","viaja en auto  ",98,98,98,98,98,98,98,98,98,98,"No Pobre",43.2922505763231
2015,2,201502,20150200,"Hogar","Personal",2,"Mujer",72,"66 ó +","No","97","97","97","97","97","97","Cónyugue","No","Primario / EGB","No","97","            ","97","No","Jubilado","            ","Si","modista   ","Trabaja por su cuenta","Trabajador no especializado","Privado","            ","Si",800,"97",97,800,"No",97,"No","No","No","No","No","Sí","No","No","No","No","No","No","Sí","No","            ","98","Regulares","No","no es necesario",98,98,98,98,98,98,98,98,98,98,"No Pobre",43.2922505763231
2015,3,201503,20150302,"Hogar","Personal",3,"Mujer",35,"31-50","No","97","97","97","97","97","97","Hijo / hijastro","No","Superior no universitario","No","97","            ","97","Si","Trabajó","            ","No corresponde responder","          ","Obrero / Empleado","98","Estatal","            ","Si",800,"97",97,800,"Si",2,"97","97","97","97","97","97","97","97","97","97","97","97","97","97","            ","Regular","Regulares","Sí","               ",6,6,5,7,5,7,9,98,8,7,"No Pobre",43.2922505763231
2015,4,201504,20150402,"Hogar","Personal",4,"Varón",40,"31-50","No","97","97","97","97","97","97","Otro pariente","Si","Secundario / Polimodal","No","97","            ","97","Si","Trabajó","            ","No corresponde responder","          ","Obrero / Empleado","98","Estatal","            ","Si",1800,"97",97,1800,"Si",2,"97","97","97","97","97","97","97","97","97","97","97","97","97","97","            ","Regular","Regulares","No","viaja en moto  ",98,98,98,98,5,98,98,98,98,98,"No Pobre",43.2922505763231
2015,5,201505,20150502,"Hogar","Persona no encuestada",3,"Varón",8,"4-12","No","97","97","97","97","97","97","Otro pariente","No","Sin estudios","Si","Primario / EGB","            ","Privado","97","No corresponde responder","            ","No corresponde responder","          ","No corresponde responder","97","97","            ","97",97,"97",97,97,"Si",2,"97","97","97","97","97","97","97","97","97","97","97","97","97","97","            ","97","97","97","               ",97,97,97,97,97,97,97,97,97,97,"No Pobre",43.2922505763231
2015,6,201506,20150600,"Hogar","Persona no encuestada",3,"Mujer",3,"0-3","No","97","97","97","97","97","97","Pensionista","No","Sin estudios","No","97","            ","97","97","No corresponde responder","            ","No corresponde responder","          ","No corresponde responder","97","97","            ","97",97,"97",97,97,"Menor de 4",97,"97","97","97","97","97","97","97","97","97","97","97","97","97","97","            ","97","97","97","               ",97,97,97,97,97,97,97,97,97,97,"No Pobre",43.2922505763231
2017,1,201701,20170102,"Hogar","Personal",1,"Varón",49,"31-50","No","97","97","97","97","97","97","Jefe del hogar","Si","Secundario / Polimodal","No","97","            ","97","Si","Trabajó","            ","No corresponde responder","          ","Obrero / Empleado","98","Privado","            ","Si",2000,"97",97,2000,"Si",2,"97","97","97","97","97","97","97","97","97","97","97","97","97","97","            ","98","Muy buenas","Sí","               ",9,9,6,8,98,9,10,5,10,9,"No Pobre",49.3303033962375
2017,2,201702,20170200,"Hogar","Personal",2,"Mujer",45,"31-50","No","97","97","97","97","97","97","Cónyugue","No","Primario / EGB","No","97","            ","97","No","Ama de casa","            ","No","          ","No corresponde responder","97","97","            ","No",97,"97",98,98,"No",97,"No","No","No","No","No","No","No","No","No","No","No","No","Sí","No","            ","98","Muy buenas","Sí","               ",9,9,6,8,8,9,10,5,10,9,"No Pobre",49.3303033962375
2018,1,201801,20180100,"Hogar","Personal",1,"Varón",25,"19-30","No","97","97","97","97","97","97","Jefe del hogar","Si","Primario / EGB","No","97","            ","97","Si","Trabajó","            ","No corresponde responder","          ","Obrero / Empleado","98","Privado","            ","No",97,"97",98,98,"No",97,"No","No","No","No","No","Sí","No","No","No","No","No","No","No","No","            ","Bueno","Buenas","Sí","               ",7,7,7,8,8,8,8,3,8,8,"No Pobre",47.9761630142253
2019,1,201901,20190102,"Hogar","Personal",1,"Varón",66,"66 ó +","No","97","97","97","97","97","97","Jefe del hogar","Si","Primario / EGB","No","97","            ","97","No","Trabajó","            ","No corresponde responder","          ","Obrero / Empleado","98","Hogar / Familia","            ","Si",1800,"97",97,1800,"Si",2,"97","97","97","97","97","97","97","97","97","97","97","97","97","97","            ","Bueno","Buenas","Sí","               ",7,10,7,10,9,8,8,8,8,5,"No Pobre",54.885924478401
2019,2,201902,20190200,"Hogar","Personal",2,"Mujer",46,"31-50","No","97","97","97","97","97","97","Cónyugue","No","Sin estudios","No","97","            ","97","No","Ama de casa","            ","No","          ","No corresponde responder","97","97","            ","No",97,"97",98,98,"No",97,"No","No","Sí","No","No","No","No","No","No","No","No","No","Sí","No","            ","Muy bueno","Regulares","Sí","               ",6,7,6,8,8,8,8,8,9,6,"No Pobre",54.885924478401
2019,3,201903,20190300,"Hogar","Personal",3,"Varón",24,"19-30","No","97","97","97","97","97","97","Hijo / hijastro","No","Secundario / Polimodal","Si","Superior no universitario","            ","Estatal","No","Trabajó","            ","No corresponde responder","          ","Obrero / Empleado","98","Estatal","            ","No",97,"97",98,98,"No",97,"No","No","No","No","No","Sí","No","No","No","No","No","No","No","No","            ","Muy malo","Malas","Sí","               ",5,7,6,4,5,4,3,5,6,3,"No Pobre",54.885924478401
2020,1,202001,20200102,"Hogar","Personal",1,"Mujer",39,"31-50","No","97","97","97","97","97","97","Jefe del hogar","No","Primario / EGB","No","97","            ","97","No","Ama de casa","            ","No","          ","No corresponde responder","97","97","            ","No",97,"97",98,98,"Si",2,"97","97","97","97","97","97","97","97","97","97","97","97","97","97","            ","Muy malo","Muy malas","Sí","               ",4,8,1,1,1,6,1,98,5,4,"No Pobre",52.4860261227411
2020,2,202002,20200204,"Hogar","Personal",2,"Varón",44,"31-50","No","97","97","97","97","97","97","Cónyugue","Si","Primario / EGB","No","97","            ","97","Si","Trabajó","            ","No corresponde responder","          ","Obrero / Empleado","98","Estatal","            ","Si",3200,"97",97,3200,"Si",4,"97","97","97","97","97","97","97","97","97","97","97","97","97","97","            ","Malo","Malas","No","tiene camioneta",1,8,1,98,7,8,8,98,8,1,"No Pobre",52.4860261227411
2020,3,202003,20200302,"Hogar","Personal",3,"Mujer",23,"19-30","No","97","97","97","97","97","97","Hijo / hijastro","No","Superior no universitario","Si","Universitario","            ","Privado","Si","Trabajó","            ","No corresponde responder","          ","Obrero / Empleado","98","Estatal","            ","Si",2300,"97",97,2300,"Si",2,"97","97","97","97","97","97","97","97","97","97","97","97","97","97","            ","Muy malo","Malas","Sí","               ",5,8,1,8,6,8,1,98,9,1,"No Pobre",52.4860261227411
2020,4,202004,20200402,"Hogar","Personal",4,"Mujer",20,"19-30","No","97","97","97","97","97","97","Hijo / hijastro","No","Secundario / Polimodal","Si","Superior no universitario","            ","Privado","No","Estudiante","            ","No","          ","No corresponde responder","97","97","            ","No",97,"97",98,98,"Si",2,"97","97","97","97","97","97","97","97","97","97","97","97","97","97","            ","Bueno","Buenas","Sí","               ",6,5,1,3,3,7,8,9,7,3,"No Pobre",52.4860261227411
2020,5,202005,20200502,"Hogar","Personal",5,"Varón",19,"19-30","No","97","97","97","97","97","97","Hijo / hijastro","No","Secundario / Polimodal","No","97","            ","97","No","No trabajó ni buscó trabajo","            ","No corresponde responder","          ","No corresponde responder","97","97","            ","No",97,"97",98,98,"Si",2,"97","97","97","97","97","97","97","97","97","97","97","97","97","97","            ","Muy malo","Muy malas","Sí","               ",6,7,1,6,6,4,1,98,10,5,"No Pobre",52.4860261227411
2020,6,202006,20200602,"Hogar","Persona no encuestada",1,"Mujer",15,"13-18","No","97","97","97","97","97","97","Hijo / hijastro","No","Sin estudios","Si","Secundario / polimodal","            ","Estatal","97","Estudiante","            ","No","          ","No corresponde responder","97","97","            ","No",97,"97",98,98,"Si",2,"97","97","97","97","97","97","97","97","97","97","97","97","97","97","            ","Malo","Buenas","Sí","               ",8,8,5,8,3,3,3,98,8,3,"No Pobre",52.4860261227411
2020,7,202007,20200702,"Hogar","Persona no encuestada",1,"Varón",6,"4-12","No","97","97","97","97","97","97","Hijo / hijastro","No","Sin estudios","Si","Primario / EGB","            ","Estatal","97","No corresponde responder","            ","No corresponde responder","          ","No corresponde responder","97","97","            ","97",97,"97",97,97,"Si",2,"97","97","97","97","97","97","97","97","97","97","97","97","97","97","            ","97","97","97","               ",97,97,97,97,97,97,97,97,97,97,"No Pobre",52.4860261227411
2022,1,202201,20220103,"Hogar","Persona no encuestada",2,"Varón",49,"31-50","No","97","97","97","97","97","97","Jefe del hogar","Si","Secundario / Polimodal","No","97","            ","97","No","Trabajó","            ","No corresponde responder","          ","Obrero / Empleado","98","Estatal","            ","Si",1800,"97",97,1800,"Si",3,"97","97","97","97","97","97","97","97","97","97","97","97","97","97","            ","Regular","Regulares","Sí","               ",5,3,1,4,3,5,4,8,7,6,"No Pobre",52.4860261227411
2022,2,202202,20220204,"Hogar","Personal",2,"Mujer",58,"51-65","No","97","97","97","97","97","97","Cónyugue","No","Superior no universitario","No","97","            ","97","No","Trabajó","            ","No corresponde responder","          ","Obrero / Empleado","98","Estatal","            ","Si",1700,"97",97,1700,"Si",4,"97","97","97","97","97","97","97","97","97","97","97","97","97","97","            ","Muy bueno","98","Sí","               ",6,4,3,5,6,6,6,9,6,7,"No Pobre",52.4860261227411
2022,3,202203,20220303,"Hogar","Personal",3,"Varón",25,"19-30","Sí","No","No","Sí","No","No","No","Hijo / hijastro","No","Secundario / Polimodal","Si","Universitario","            ","Privado","No","Estudiante","            ","No","          ","No corresponde responder","97","97","            ","Si",700,"97",97,700,"Si",3,"97","97","97","97","97","97","97","97","97","97","97","97","97","97","            ","Muy malo","Malas","Sí","               ",5,4,4,8,8,5,6,98,5,8,"No Pobre",52.4860261227411
2022,4,202204,20220403,"Hogar","Personal",4,"Varón",22,"19-30","No","97","97","97","97","97","97","Hijo / hijastro","No","Secundario / Polimodal","Si","Superior no universitario","            ","Estatal","No","Estudiante","            ","Si","construcci","Trabajador sin salario","97","Hogar / Familia","            ","No",97,"97",98,98,"Si",3,"97","97","97","97","97","97","97","97","97","97","97","97","97","97","            ","Regular","Regulares","Sí","               ",5,6,5,7,7,6,1,8,9,3,"No Pobre",52.4860261227411
2023,1,202301,20230100,"Hogar","Personal",1,"Mujer",36,"31-50","No","97","97","97","97","97","97","Cónyugue","No","Superior no universitario","No","97","            ","97","No","Ama de casa","            ","No","          ","No corresponde responder","97","97","            ","No",97,"97",98,98,"No",97,"Sí","No","No","No","No","No","No","No","No","No","No","No","No","No","            ","Bueno","Buenas","No","no sale mucho  ",7,8,7,6,6,5,6,5,8,8,"No Pobre",33.0505555555556
2023,2,202302,20230202,"Hogar","Personal",2,"Varón",28,"19-30","No","97","97","97","97","97","97","Jefe del hogar","Si","Secundario / Polimodal","No","97","            ","97","Si","Trabajó","            ","No corresponde responder","          ","Trabaja por su cuenta","Trabajador especializado","Privado","            ","Si",3000,"97",97,3000,"Si",2,"97","97","97","97","97","97","97","97","97","97","97","97","97","97","            ","Regular","Regulares","Sí","               ",6,6,7,7,7,5,6,5,9,7,"No Pobre",33.0505555555556
2023,3,202303,20230300,"Hogar","Persona no encuestada",1,"Mujer",2,"0-3","No","97","97","97","97","97","97","Hijo / hijastro","No","Sin estudios","No","97","            ","97","97","No corresponde responder","            ","No corresponde responder","          ","No corresponde responder","97","97","            ","97",97,"97",97,97,"Menor de 4",97,"97","97","97","97","97","97","97","97","97","97","97","97","97","97","            ","97","97","97","               ",97,97,97,97,97,97,97,97,97,97,"No Pobre",33.0505555555556
2024,1,202401,20240100,"Hogar","Personal",1,"Varón",68,"66 ó +","No","97","97","97","97","97","97","Jefe del hogar","No","Superior no universitario","No","97","            ","97","Si","Trabajó","            ","No corresponde responder","          ","Trabaja por su cuenta","Trabajador especializado","Hogar / Familia","            ","Si",1000,"97",97,1000,"No",97,"No","No","No","No","Sí","No","No","No","No","No","No","No","No","No","            ","Malo","Regulares","Sí","               ",5,3,3,3,6,4,4,5,5,6,"No Pobre",33.0505555555556
2024,2,202402,20240200,"Hogar","Personal",2,"Mujer",64,"51-65","Sí","No","Sí","No","No","No","No","Cónyugue","Si","Superior no universitario","No","97","            ","97","No","Ama de casa","            ","No","          ","No corresponde responder","97","97","            ","Si",2000,"97",97,2000,"No",97,"Sí","No","No","No","No","No","No","No","No","No","No","No","No","No","            ","Malo","Regulares","Sí","               ",4,3,3,2,6,4,4,5,5,6,"No Pobre",33.0505555555556
2025,1,202501,20250102,"Hogar","Personal",1,"Varón",43,"31-50","No","97","97","97","97","97","97","Jefe del hogar","Si","Universitario","No","97","            ","97","Si","Trabajó","            ","No corresponde responder","          ","Trabaja por su cuenta","Trabajador especializado","Privado","            ","Si",2500,"97",97,2500,"Si",2,"97","97","97","97","97","97","97","97","97","97","97","97","97","97","            ","Malo","Malas","Sí","               ",1,2,2,1,3,5,2,9,7,1,"No Pobre",59.5906799627771
2025,2,202502,20250206,"Hogar","Personal",2,"Mujer",43,"31-50","No","97","97","97","97","97","97","Cónyugue","No","Universitario","No","97","            ","97","Si","Trabajó","            ","No corresponde responder","          ","Trabaja por su cuenta","Trabajador especializado","Privado","            ","Si",1500,"97",97,1500,"Si",6,"97","97","97","97","97","97","97","97","97","97","97","97","97","97","            ","98","98","No","viaja en auto  ",4,3,4,3,5,3,3,98,6,2,"No Pobre",59.5906799627771
2025,3,202503,20250300,"Hogar","Persona no encuestada",2,"Mujer",16,"13-18","No","97","97","97","97","97","97","Hijo / hijastro","No","Primario / EGB","Si","Secundario / polimodal","            ","Estatal","No","Estudiante","            ","No","          ","No corresponde responder","97","97","            ","No",97,"97",98,98,"No",97,"No","No","No","No","No","No","No","No","No","No","Sí","No","No","No","            ","98","Regulares","Sí","               ",5,3,4,3,4,6,2,98,6,2,"No Pobre",59.5906799627771
2025,4,202504,20250400,"Hogar","Persona no encuestada",2,"Varón",12,"4-12","No","97","97","97","97","97","97","Hijo / hijastro","No","Sin estudios","Si","Primario / EGB","            ","Estatal","97","Estudiante","            ","No","          ","No corresponde responder","97","97","            ","No",97,"97",98,98,"No",97,"No","No","No","No","No","No","No","No","No","No","Sí","No","No","No","            ","97","97","97","               ",97,97,97,97,97,97,97,97,97,97,"No Pobre",59.5906799627771
2026,1,202601,20260104,"Hogar","Personal",1,"Varón",37,"31-50","No","97","97","97","97","97","97","Jefe del hogar","Si","Secundario / Polimodal","No","97","            ","97","Si","Trabajó","            ","No corresponde responder","          ","Obrero / Empleado","98","Privado","            ","Si",1300,"97",97,1300,"Si",4,"97","97","97","97","97","97","97","97","97","97","97","97","97","97","            ","Regular","Regulares","Sí","               ",9,8,6,10,8,7,6,98,98,8,"No Pobre",54.8735271234594
2026,2,202602,20260200,"Hogar","Personal",2,"Mujer",40,"31-50","No","97","97","97","97","97","97","Cónyugue","No","Secundario / Polimodal","No","97","            ","97","No","Ama de casa","            ","No","          ","No corresponde responder","97","97","            ","No",97,"97",98,98,"No",97,"No","No","No","No","No","No","No","No","No","No","No","No","Sí","No","            ","Regular","Regulares","Sí","               ",8,8,5,8,7,9,5,98,9,7,"No Pobre",54.8735271234594
2026,3,202603,20260304,"Hogar","Personal",3,"Varón",21,"19-30","No","97","97","97","97","97","97","Hijo / hijastro","No","Secundario / Polimodal","No","97","            ","97","No","Trabajó","            ","No corresponde responder","          ","Obrero / Empleado","98","Privado","            ","Si",1000,"97",97,1000,"Si",4,"97","97","97","97","97","97","97","97","97","97","97","97","97","97","            ","Bueno","Buenas","Sí","               ",10,8,10,10,10,10,9,9,8,8,"No Pobre",54.8735271234594
2026,4,202604,20260402,"Hogar","Personal",4,"Varón",14,"13-18","No","97","97","97","97","97","97","Hijo / hijastro","No","Primario / EGB","Si","Secundario / polimodal","            ","Estatal","97","Estudiante","            ","No","          ","No corresponde responder","97","97","            ","No",97,"97",98,98,"Si",2,"97","97","97","97","97","97","97","97","97","97","97","97","97","97","            ","97","97","97","               ",97,97,97,97,97,97,97,97,97,97,"No Pobre",54.8735271234594
2026,5,202605,20260500,"Hogar","Personal",5,"Mujer",13,"13-18","No","97","97","97","97","97","97","Hijo / hijastro","No","Sin estudios","Si","Primario / EGB","            ","Estatal","97","Estudiante","            ","No","          ","No corresponde responder","97","97","            ","No",97,"97",98,98,"No",97,"No","No","No","No","No","No","No","No","No","No","Sí","No","No","No","            ","97","97","97","               ",97,97,97,97,97,97,97,97,97,97,"No Pobre",54.8735271234594
2026,6,202606,20260600,"Hogar","Persona no encuestada",2,"Mujer",1,"0-3","No","97","97","97","97","97","97","Hijo / hijastro","No","Sin estudios","No","97","            ","97","97","No corresponde responder","            ","No corresponde responder","          ","No corresponde responder","97","97","            ","97",97,"97",97,97,"Menor de 4",97,"97","97","97","97","97","97","97","97","97","97","97","97","97","97","            ","97","97","97","               ",97,97,97,97,97,97,97,97,97,97,"No Pobre",54.8735271234594
2028,1,202801,20280101,"Hogar","Personal",1,"Varón",50,"31-50","No","97","97","97","97","97","97","Jefe del hogar","Si","Secundario / Polimodal","No","97","            ","97","Si","Trabajó","            ","No corresponde responder","          ","Obrero / Empleado","98","Estatal","            ","Si",4000,"97",97,4000,"Si",1,"97","97","97","97","97","97","97","97","97","97","97","97","97","97","            ","Regular","Regulares","Sí","               ",6,6,1,1,1,5,6,98,8,8,"No Pobre",59.5906799627771
2028,2,202802,20280202,"Hogar","Personal",2,"Mujer",46,"31-50","No","97","97","97","97","97","97","Cónyugue","No","Primario / EGB","No","97","            ","97","No","Ama de casa","            ","No","          ","No corresponde responder","97","97","            ","No",97,"97",98,98,"Si",2,"97","97","97","97","97","97","97","97","97","97","97","97","97","97","            ","Regular","Regulares","Sí","               ",2,1,1,1,1,8,3,98,8,8,"No Pobre",59.5906799627771
